,max_malig,max_spiculation,max_lobulation,max_diameter,xsd_malig,xsd_spiculation,xmax_lobulation,xsd_diameter,loc_from_malig_x,loc_from_malig_y,loc_from_malig_z,std_locs_x,std_locs_y,std_locs_z
f5717f7cbc08d8bd942cd4c1128e3339.npz,0.6590502858161926,0.35086435079574585,0.39634212851524353,0.36156389117240906,0.14927814900875092,0.08790132403373718,0.39634212851524353,0.08371887356042862,0.09302325546741486,0.18023255467414856,0.5535714030265808,0.24645277857780457,0.17281298339366913,0.24304327368736267
20c73e37fc89e007ae5b242480830860.npz,0.7147887945175171,0.34255433082580566,0.38872161507606506,0.3592003583908081,0.16932381689548492,0.09626702964305878,0.38872161507606506,0.09128198027610779,0.6935483813285828,0.5064516067504883,0.46183204650878906,0.2247912436723709,0.16303086280822754,0.20781941711902618
66b7666912e1d469cd9817a1cade694c.npz,0.6279506683349609,0.3437931537628174,0.3886408805847168,0.35316693782806396,0.14621326327323914,0.08785037696361542,0.3886408805847168,0.08519992232322693,0.8296296000480652,0.4592592716217041,0.3154362440109253,0.2320365011692047,0.17164815962314606,0.22840462625026703
882107a204c302e27628f85522baea49.npz,0.6441136598587036,0.34116142988204956,0.3864322900772095,0.34241294860839844,0.1520855724811554,0.09357842803001404,0.3864322900772095,0.09150292724370956,0.28155338764190674,0.3915857672691345,0.6029411554336548,0.20474307239055634,0.14438305795192719,0.16123558580875397
f37d1d5c299d4838b294cf82902675b0.npz,0.6659308075904846,0.3444843888282776,0.39345788955688477,0.3536815345287323,0.14184734225273132,0.0854986310005188,0.39345788955688477,0.08236385881900787,0.11851851642131805,0.47777777910232544,0.31578946113586426,0.2442723512649536,0.1777345836162567,0.22979554533958435
a6f09ff7b85c72ee28a9e725bb1ec652.npz,0.7102059125900269,0.33983054757118225,0.3830845057964325,0.3397063910961151,0.1566801369190216,0.08716556429862976,0.3830845057964325,0.08268128335475922,0.08648648858070374,0.26216214895248413,0.6170886158943176,0.23135420680046082,0.18650229275226593,0.22046710550785065
35b9a3e9871499893f76c8e6c648562c.npz,0.730151355266571,0.3466852605342865,0.3962544798851013,0.36117541790008545,0.1685638129711151,0.09297776222229004,0.3962544798851013,0.08951349556446075,0.08767123520374298,0.16712328791618347,0.5953947305679321,0.2282196432352066,0.15705431997776031,0.21811093389987946
9660e4a23b8dd7d5056a622ee3568a41.npz,0.6810007691383362,0.34565678238868713,0.40030455589294434,0.35640835762023926,0.13347075879573822,0.08488178253173828,0.40030455589294434,0.08231444656848907,0.11034482717514038,0.3103448152542114,0.7264705896377563,0.2515995502471924,0.1959945261478424,0.2357175052165985
e3423505ef6b43f03c5d7bde52a5a78c.npz,0.6774399876594543,0.3358370065689087,0.3920758068561554,0.3439761996269226,0.1392878293991089,0.08520813286304474,0.3920758068561554,0.08237425982952118,0.3181818127632141,0.2666666805744171,0.5285714268684387,0.25097328424453735,0.16823028028011322,0.23440735042095184
66a92d789e440d3dbef3c69d20e20694.npz,0.6618196964263916,0.3478030562400818,0.39961379766464233,0.3586433529853821,0.16855981945991516,0.09495479613542557,0.39961379766464233,0.09042643755674362,0.75,0.35542169213294983,0.3199999928474426,0.24831241369247437,0.12803544104099274,0.2377745807170868
2ebb1e8f14802c33f0e4215a7545d70d.npz,0.697769045829773,0.3436152935028076,0.3960724174976349,0.3495143949985504,0.14387311041355133,0.09047521650791168,0.3960724174976349,0.0889449194073677,0.31612902879714966,0.5870967507362366,0.6944444179534912,0.24297434091567993,0.1596360057592392,0.1932411938905716
88ae66cd575c45ec5bb0f1578e2f1c49.npz,0.6701563000679016,0.3450358510017395,0.38971802592277527,0.3543436527252197,0.15102912485599518,0.09489139914512634,0.38971802592277527,0.09237872809171677,0.3129032254219055,0.28387096524238586,0.524904191493988,0.24004530906677246,0.18009695410728455,0.19984965026378632
96544665531e7f59bc2730e3c5f42e65.npz,0.6710132956504822,0.3458232283592224,0.38994914293289185,0.3533352017402649,0.13869942724704742,0.08374729752540588,0.38994914293289185,0.07934678345918655,0.2670299708843231,0.3378746509552002,0.6464088559150696,0.2297368198633194,0.1669173538684845,0.22851930558681488
0a38e7597ca26f9374f8ea2770ba870d.npz,0.6012232899665833,0.3507847785949707,0.39745578169822693,0.3608229458332062,0.13556045293807983,0.08311377465724945,0.39745578169822693,0.07851322740316391,0.8656250238418579,0.3687500059604645,0.22545453906059265,0.2480761557817459,0.17614084482192993,0.2112489640712738
3b7384f374b73d2bd589ccbf1b651820.npz,0.5841175317764282,0.3415529131889343,0.39827507734298706,0.35406294465065,0.14552225172519684,0.08681298047304153,0.39827507734298706,0.08318827301263809,0.09142857044935226,0.43714284896850586,0.6882352828979492,0.2434724122285843,0.18269051611423492,0.21500557661056519
cca8f8cc51b58df2a4804a7aee8eef8c.npz,0.7035027146339417,0.35054901242256165,0.39494937658309937,0.3609168231487274,0.1617273986339569,0.08574813604354858,0.39494937658309937,0.08167266845703125,0.7388888597488403,0.38333332538604736,0.5395683646202087,0.23965634405612946,0.14667263627052307,0.23370802402496338
cb8d3452b667596fbf132d2ce9ebd0e6.npz,0.6919230222702026,0.347209632396698,0.3932904303073883,0.3604845404624939,0.1601538062095642,0.09314011037349701,0.3932904303073883,0.09101639688014984,0.1882352977991104,0.4647058844566345,0.530351459980011,0.23727712035179138,0.18361492455005646,0.2236664593219757
d1a20ef45bb03f93a407b492066f6d88.npz,0.678586483001709,0.3430258333683014,0.39051979780197144,0.358988881111145,0.15365633368492126,0.09290812164545059,0.39051979780197144,0.09123006463050842,0.1631578952074051,0.4131578803062439,0.4967532455921173,0.18120063841342926,0.13154850900173187,0.2151770144701004
3bd4f83c5930e8c1e193ccc463543745.npz,0.6979418992996216,0.3423445224761963,0.3868759870529175,0.3460412323474884,0.1500730812549591,0.08755972981452942,0.3868759870529175,0.08326258510351181,0.08421052992343903,0.5,0.5279502868652344,0.23052160441875458,0.1554458737373352,0.18702542781829834
2b2a95f76d7b6712690ee7be6838f868.npz,0.6290122270584106,0.3447248935699463,0.39541494846343994,0.3503396213054657,0.13291306793689728,0.08470449596643448,0.39541494846343994,0.08051348477602005,0.7896551489830017,0.475862056016922,0.3163265287876129,0.22325818240642548,0.18146133422851562,0.23786838352680206
a53a4a019a24541c277e0a84301d8ec5.npz,0.6692006587982178,0.3350953459739685,0.3883141875267029,0.34425631165504456,0.14595486223697662,0.09165983647108078,0.3883141875267029,0.08882077783346176,0.2916666567325592,0.5805555582046509,0.8246753215789795,0.22967076301574707,0.18302133679389954,0.2314763367176056
13bb12b3b27d5a7b4b142503a1ae9e73.npz,0.7325108647346497,0.34092795848846436,0.38701561093330383,0.3569588363170624,0.15954478085041046,0.09000536054372787,0.38701561093330383,0.08551840484142303,0.32862189412117004,0.38869258761405945,0.6598837375640869,0.24543432891368866,0.1797923892736435,0.22424311935901642
aa198aacdec142168b8de04c4444054e.npz,0.6442750692367554,0.3437158465385437,0.39868366718292236,0.35194602608680725,0.15177670121192932,0.08735854923725128,0.39868366718292236,0.08465909212827682,0.18108108639717102,0.4702702760696411,0.628742516040802,0.23194320499897003,0.18367449939250946,0.1950397789478302
ae61ec94b0b8de5439180f4776551e42.npz,0.6320027709007263,0.342084676027298,0.38664954900741577,0.3558063805103302,0.15200161933898926,0.08544887602329254,0.38664954900741577,0.08292791247367859,0.18285714089870453,0.3085714280605316,0.8282442688941956,0.23693102598190308,0.14384505152702332,0.23398596048355103
dbfbc12c7a943a2dc0e34bfd4a636bca.npz,0.6633200645446777,0.34747621417045593,0.39294180274009705,0.36024823784828186,0.14577974379062653,0.08529681712388992,0.39294180274009705,0.08129501342773438,0.20937499403953552,0.484375,0.8469750881195068,0.2494204342365265,0.18776051700115204,0.23227597773075104
f4d23e0272a2ce5bfc7f07033d4f2e7d.npz,0.6740562319755554,0.3426266610622406,0.39520421624183655,0.3559076488018036,0.1459578275680542,0.08744249492883682,0.39520421624183655,0.08361759036779404,0.6777777671813965,0.5138888955116272,0.8563218116760254,0.22294752299785614,0.16622944176197052,0.23707638680934906
797d6bffdecfc88e990e820dc5771a0b.npz,0.6429758667945862,0.35133659839630127,0.3957781493663788,0.36010411381721497,0.1411466896533966,0.08713854104280472,0.3957781493663788,0.08347605913877487,0.08443272113800049,0.23218996822834015,0.563076913356781,0.21952341496944427,0.16488899290561676,0.2074475884437561
fac65dbf7b6972049cfd37b5b122ec0b.npz,0.6958341002464294,0.34129443764686584,0.3802213668823242,0.3375028669834137,0.15028153359889984,0.08849799633026123,0.3802213668823242,0.08629069477319717,0.21724137663841248,0.4137931168079376,0.6024844646453857,0.24844619631767273,0.19841808080673218,0.22223025560379028
5e371e8fda27df3e5cc2548868229d5b.npz,0.7119669318199158,0.3469909727573395,0.3906969726085663,0.35815995931625366,0.15744364261627197,0.09293115884065628,0.3906969726085663,0.08984232693910599,0.19696970283985138,0.4272727370262146,0.6897810101509094,0.23164969682693481,0.16252078115940094,0.2185833752155304
8b494d14d835dd5ae13dab19b9520a55.npz,0.6967034935951233,0.33947858214378357,0.3800574243068695,0.3446439206600189,0.1543046534061432,0.08299040794372559,0.3800574243068695,0.07717053592205048,0.31561461091041565,0.5315614342689514,0.8093525171279907,0.2407516986131668,0.16680391132831573,0.21872414648532867
d4307a302483bcc04717ca4f565db678.npz,0.6990340352058411,0.35055994987487793,0.39646539092063904,0.3616980314254761,0.16463445127010345,0.0926823616027832,0.39646539092063904,0.08841951936483383,0.699999988079071,0.39032256603240967,0.7534722089767456,0.22814586758613586,0.14507734775543213,0.23467855155467987
1e62be2c3b6430b78ce31a8f023531ac.npz,0.8061360120773315,0.3470352590084076,0.3939749598503113,0.3579244613647461,0.14699284732341766,0.09206517040729523,0.3939749598503113,0.09155545383691788,0.08205128461122513,0.16153846681118011,0.5438066720962524,0.22968889772891998,0.15673984587192535,0.20001885294914246
4b6b53281fe1fe797e181a5287df0f9a.npz,0.748509407043457,0.3355402648448944,0.39129093289375305,0.347140908241272,0.15219616889953613,0.08084607869386673,0.39129093289375305,0.07438717782497406,0.17749999463558197,0.5975000262260437,0.47564470767974854,0.23106276988983154,0.1786394566297531,0.22112375497817993
868b024d9fa388b7ddab12ec1c06af38.npz,0.6541113257408142,0.32955271005630493,0.372585266828537,0.32615384459495544,0.15117353200912476,0.08776633441448212,0.372585266828537,0.08290774375200272,0.203125,0.3843750059604645,0.5157894492149353,0.225432351231575,0.14188838005065918,0.19019962847232819
673ee14e01a0628b45c78500d402056e.npz,0.6901882886886597,0.3489621579647064,0.39728614687919617,0.35591384768486023,0.1394185721874237,0.08990265429019928,0.39728614687919617,0.08832729607820511,0.09696969389915466,0.17272727191448212,0.5363636612892151,0.24126817286014557,0.15275658667087555,0.24794228374958038
2a2300103f80aadbfac57516d9a95365.npz,0.6902616620063782,0.33060774207115173,0.37457871437072754,0.3384162485599518,0.15411116182804108,0.0811968594789505,0.37457871437072754,0.07612758874893188,0.6499999761581421,0.5583333373069763,0.3193548321723938,0.22880788147449493,0.19805096089839935,0.22332243621349335
d8a0ebe575539c2357c2365cdf0229a0.npz,0.6418182253837585,0.3413766324520111,0.386038601398468,0.34967556595802307,0.14957602322101593,0.0875542163848877,0.386038601398468,0.08381563425064087,0.21926909685134888,0.5282391905784607,0.21785713732242584,0.2553621828556061,0.1670040488243103,0.20323868095874786
c5f73cf44d785e5ac2e7f0a8897f683c.npz,0.6878164410591125,0.34480026364326477,0.38970300555229187,0.3513471186161041,0.1562911570072174,0.09050936996936798,0.38970300555229187,0.08896990120410919,0.2133333384990692,0.36000001430511475,0.551369845867157,0.24166083335876465,0.14311757683753967,0.1755955070257187
bdfb2c23a8c1dca5ea8c1cc3d89efee9.npz,0.6816626787185669,0.349739134311676,0.39385154843330383,0.3552719056606293,0.15060867369174957,0.08596177399158478,0.39385154843330383,0.08218833804130554,0.7787878513336182,0.5636363625526428,0.8298429250717163,0.24753279983997345,0.21352702379226685,0.21797463297843933
a73f098ed638571f8db71a20e1551875.npz,0.6656098961830139,0.34350505471229553,0.3895338773727417,0.35859161615371704,0.15256090462207794,0.09089686721563339,0.3895338773727417,0.08929523825645447,0.3300492465496063,0.46305418014526367,0.4421965181827545,0.214785635471344,0.1514914184808731,0.19646306335926056
37dbe298bb4e0199625689cc35d390bb.npz,0.7344838976860046,0.34574660658836365,0.3909094035625458,0.35565581917762756,0.14309878647327423,0.08669053018093109,0.3909094035625458,0.08451127260923386,0.2823529541492462,0.4000000059604645,0.44072166085243225,0.2176993191242218,0.15191581845283508,0.22316832840442657
763288341ee363a264fe45a28ea28c21.npz,0.6221593618392944,0.3368836045265198,0.3919389545917511,0.34915977716445923,0.1422390341758728,0.0885191336274147,0.3919389545917511,0.08649921417236328,0.3888888955116272,0.43611112236976624,0.7450330853462219,0.22550678253173828,0.1696784496307373,0.2039732038974762
8326bb56a429c54a744484423a9bd9b5.npz,0.7404740452766418,0.34766659140586853,0.3969877362251282,0.35290974378585815,0.14877475798130035,0.08954237401485443,0.3969877362251282,0.08702736347913742,0.33852139115333557,0.5680933594703674,0.7275640964508057,0.24501705169677734,0.17549782991409302,0.20257633924484253
fd2dd970bd3d91e5b26d7e57c03f70af.npz,0.6799572706222534,0.34565696120262146,0.3925277888774872,0.34815675020217896,0.1473834365606308,0.08516614884138107,0.3925277888774872,0.07856228947639465,0.16249999403953552,0.3100000023841858,0.6869301199913025,0.1904693841934204,0.15550640225410461,0.18006427586078644
be3e35bf8395366d235b8bcfc71a05ee.npz,0.6391648650169373,0.343059241771698,0.39311739802360535,0.34272298216819763,0.1430228352546692,0.08779197186231613,0.39311739802360535,0.08356517553329468,0.8138889074325562,0.41111111640930176,0.21250000596046448,0.2327088862657547,0.1273895800113678,0.2514161169528961
74b542d34b61740c1933d2c953403aa6.npz,0.7044190764427185,0.3444896936416626,0.38934314250946045,0.34549468755722046,0.1750490367412567,0.0941120982170105,0.38934314250946045,0.08878546953201294,0.7241379022598267,0.5448275804519653,0.22302158176898956,0.2358754426240921,0.17209860682487488,0.2162204533815384
45f4141cfe3f110f9db4e1e113d15684.npz,0.7274821400642395,0.3475848138332367,0.3982327878475189,0.35967931151390076,0.1572817713022232,0.09144314378499985,0.3982327878475189,0.08596467226743698,0.2137930989265442,0.4275861978530884,0.7702702879905701,0.23284058272838593,0.2066289186477661,0.21167175471782684
ed0f3c1619b2becec76ba5df66e1ea56.npz,0.6672291159629822,0.34082597494125366,0.38893815875053406,0.3501823842525482,0.13865995407104492,0.08165191859006882,0.38893815875053406,0.07909456640481949,0.30000001192092896,0.269696980714798,0.3867403268814087,0.23271897435188293,0.1700202226638794,0.2529217600822449
666becc9794c25bb8e0e7982be7cb6dc.npz,0.7021893262863159,0.3422136902809143,0.391940176486969,0.35389870405197144,0.14213067293167114,0.08366004377603531,0.391940176486969,0.08088023960590363,0.09696969389915466,0.269696980714798,0.7919074892997742,0.25050088763237,0.19459524750709534,0.24620512127876282
a93362de52065e73e6882f0cb668d637.npz,0.6548213362693787,0.34492218494415283,0.3923705518245697,0.35295554995536804,0.13713125884532928,0.092396579682827,0.3923705518245697,0.09096312522888184,0.3812499940395355,0.4625000059604645,0.6273885369300842,0.2154964804649353,0.14488168060779572,0.19984561204910278
0d941a3ad6c889ac451caf89c46cb92a.npz,0.7073832154273987,0.3481866121292114,0.39208823442459106,0.3585379719734192,0.150452122092247,0.09552216529846191,0.39208823442459106,0.09472061693668365,0.7297297120094299,0.4710424840450287,0.7966101765632629,0.24072273075580597,0.1727519929409027,0.21790876984596252
be9a2df5a16434e581c6a0625c290591.npz,0.6925138831138611,0.3432930111885071,0.3880545496940613,0.35190486907958984,0.1685694009065628,0.09215150773525238,0.3880545496940613,0.08774632215499878,0.297468364238739,0.3291139304637909,0.6326530575752258,0.2256525754928589,0.14938531816005707,0.2316768616437912
f89e3d0867e27be8e19d7ed50e1eb7e8.npz,0.6883642673492432,0.3471342623233795,0.39292317628860474,0.3537689745426178,0.15834636986255646,0.08948370814323425,0.39292317628860474,0.08517087250947952,0.2666666805744171,0.4749999940395355,0.8081761002540588,0.2289007008075714,0.16957519948482513,0.22132909297943115
6b4837a316e688d0ba125cc1e545d383.npz,0.6470175981521606,0.3477150499820709,0.39371585845947266,0.36060595512390137,0.14439305663108826,0.08959490805864334,0.39371585845947266,0.08668452501296997,0.0941176488995552,0.36764705181121826,0.6348684430122375,0.2436666637659073,0.13546603918075562,0.23848141729831696
eef0e41b1a96cf8c55723fa6aa2f3dc6.npz,0.787926971912384,0.3465944230556488,0.3889423608779907,0.35428473353385925,0.1537066251039505,0.086386539041996,0.3889423608779907,0.08048031479120255,0.09116809070110321,0.1766381710767746,0.4823151230812073,0.23641426861286163,0.17011401057243347,0.21267010271549225
edae2e1edd1217d0c9e20eff2a7b2dd8.npz,0.6868098378181458,0.34192904829978943,0.3866322934627533,0.3487582504749298,0.14575445652008057,0.08740770071744919,0.3866322934627533,0.08381778746843338,0.7066666483879089,0.4233333468437195,0.7954545617103577,0.22918447852134705,0.156835675239563,0.22311148047447205
662153a685fb4268361bfbaca5e9ca23.npz,0.5998365879058838,0.34331458806991577,0.40031641721725464,0.3532876968383789,0.14408305287361145,0.08637623488903046,0.40031641721725464,0.0824575275182724,0.6167664527893066,0.3652694523334503,0.8154362440109253,0.20014196634292603,0.1333128660917282,0.22938723862171173
29a2105c99e7677c30c7fd0b2edb9fcd.npz,0.6770238876342773,0.35150405764579773,0.39687567949295044,0.3604772984981537,0.15384875237941742,0.09106070548295975,0.39687567949295044,0.08694396167993546,0.3044871687889099,0.4583333432674408,0.8444444537162781,0.2320558726787567,0.141367569565773,0.23590879142284393
e46973b13a7a6f421430d81fc1dda970.npz,0.6479269862174988,0.3444817364215851,0.39535778760910034,0.3575325906276703,0.14797651767730713,0.08852327615022659,0.39535778760910034,0.08551166206598282,0.16750000417232513,0.4399999976158142,0.6265432238578796,0.22322151064872742,0.14316599071025848,0.22698372602462769
14afefc82d992018c485949285d20c03.npz,0.6316546201705933,0.33868423104286194,0.38424864411354065,0.3493523895740509,0.15066997706890106,0.08936399966478348,0.38424864411354065,0.0865122452378273,0.27837836742401123,0.28108108043670654,0.6490066051483154,0.23472905158996582,0.20683690905570984,0.2339143007993698
c98675ecb5bdc7eb35c69d730da05df1.npz,0.6649708151817322,0.3423469066619873,0.38811779022216797,0.3535473644733429,0.15513044595718384,0.0882817804813385,0.38811779022216797,0.08454073965549469,0.7964285612106323,0.2928571403026581,0.20338982343673706,0.22686976194381714,0.15195587277412415,0.2144000083208084
c020f5c28fc03aed3c125714f1c3cf2a.npz,0.6959333419799805,0.3459487557411194,0.3950333893299103,0.3538658022880554,0.14091607928276062,0.09179844707250595,0.3950333893299103,0.09061181545257568,0.31338027119636536,0.5070422291755676,0.6585366129875183,0.23166783154010773,0.15587271749973297,0.18499614298343658
8589428b683d33b99557d7d3b43a518c.npz,0.6723338961601257,0.3473227918148041,0.39238253235816956,0.34999531507492065,0.14139176905155182,0.08367421478033066,0.39238253235816956,0.08137862384319305,0.7742857336997986,0.43142858147621155,0.20999999344348907,0.22198297083377838,0.16637609899044037,0.2339809536933899
de9f65a7a70b73ce2ffef1e4a2613eee.npz,0.6858927607536316,0.3500593602657318,0.3953215479850769,0.3611760437488556,0.151504248380661,0.08414731174707413,0.3953215479850769,0.08233895152807236,0.203125,0.3125,0.6433566212654114,0.24114060401916504,0.12106786668300629,0.2106335163116455
0d19f1c627df49eb223771c28548350e.npz,0.6776533126831055,0.34158214926719666,0.3933867812156677,0.34978368878364563,0.15577758848667145,0.08952843397855759,0.3933867812156677,0.08574657887220383,0.26486486196517944,0.41351351141929626,0.6584699749946594,0.22905811667442322,0.15674008429050446,0.18038344383239746
07349deeea878c723317a1ce42cc7e58.npz,0.66264808177948,0.3507832884788513,0.39363303780555725,0.35936903953552246,0.14482073485851288,0.08635511994361877,0.39363303780555725,0.08259300142526627,0.18465909361839294,0.5994318127632141,0.2836257219314575,0.23855789005756378,0.18882323801517487,0.23349933326244354
b8ad1b45ae4ba6c97951ed30b8640f6b.npz,0.7429751753807068,0.3469424545764923,0.39527350664138794,0.3508400022983551,0.13815681636333466,0.08552365750074387,0.39527350664138794,0.08220995962619781,0.2526315748691559,0.4000000059604645,0.7938144207000732,0.19348713755607605,0.12558497488498688,0.2232990860939026
d34741458ed4cf1ef6bcf3da21a0c47c.npz,0.7086278200149536,0.3469989597797394,0.39224278926849365,0.359616756439209,0.15745355188846588,0.09075600653886795,0.39224278926849365,0.08747608959674835,0.7638036608695984,0.4877300560474396,0.554770290851593,0.2509062588214874,0.2144184559583664,0.23964859545230865
29883252ce0ce3e052ce8cf4932623af.npz,0.6796779632568359,0.3394325375556946,0.39458829164505005,0.3518805205821991,0.16804435849189758,0.08616925030946732,0.39458829164505005,0.07980429381132126,0.16829268634319305,0.5634146332740784,0.7250000238418579,0.23201122879981995,0.17011724412441254,0.2244902402162552
d81ab3ad896e4198caed105c469a4817.npz,0.6500977873802185,0.35017699003219604,0.3988999128341675,0.3599931597709656,0.14927096664905548,0.09317164123058319,0.3988999128341675,0.0911749079823494,0.7667844295501709,0.6254416704177856,0.7426470518112183,0.24953247606754303,0.19530044496059418,0.20313459634780884
7a82802a862a267d58aa2171645f1181.npz,0.6869648098945618,0.34098193049430847,0.3955289125442505,0.3561202585697174,0.16094554960727692,0.09353681653738022,0.3955289125442505,0.09043119847774506,0.5966851115226746,0.541436493396759,0.5373134613037109,0.19306927919387817,0.15084205567836761,0.20428243279457092
2d81a9e760a07b25903a8c4aeb444eca.npz,0.6741616129875183,0.3486338257789612,0.3937496542930603,0.3608296513557434,0.15398861467838287,0.09020209312438965,0.3937496542930603,0.08688623458147049,0.7392857074737549,0.46071428060531616,0.7784615159034729,0.2392837107181549,0.1718725562095642,0.21869239211082458
a5bb766ab3b1bc5a8023a50a956595f2.npz,0.616579532623291,0.3508725166320801,0.39442169666290283,0.35820892453193665,0.13977566361427307,0.08063621819019318,0.39442169666290283,0.07705005258321762,0.5861111283302307,0.3499999940395355,0.5049180388450623,0.22249865531921387,0.1704232543706894,0.22261841595172882
101a2999d28ce05788e6add3a28d4726.npz,0.639572262763977,0.3449694514274597,0.3902396261692047,0.35396409034729004,0.15026725828647614,0.08686617016792297,0.3902396261692047,0.08197572827339172,0.19420289993286133,0.539130449295044,0.3201438784599304,0.23528672754764557,0.16917084157466888,0.22714532911777496
817a99e1a60bcf4e37c904d73845ca50.npz,0.7066310048103333,0.3485473692417145,0.39529117941856384,0.36101749539375305,0.15527164936065674,0.08595472574234009,0.39529117941856384,0.08275480568408966,0.6823529601097107,0.3705882430076599,0.5678571462631226,0.2486724555492401,0.17784105241298676,0.22199347615242004
bcb416e94f3505c120a54dbfc0d5a234.npz,0.6774516701698303,0.3400058448314667,0.38487154245376587,0.34568995237350464,0.14802438020706177,0.07717812061309814,0.38487154245376587,0.06958656758069992,0.17777778208255768,0.5,0.5,0.2302619069814682,0.16674058139324188,0.21018125116825104
b17c07114dcf49ce71c8da4b43cf1192.npz,0.7022002935409546,0.3400656282901764,0.3845165967941284,0.35304495692253113,0.14503780007362366,0.08660398423671722,0.3845165967941284,0.08422298729419708,0.19411765038967133,0.5882353186607361,0.6225806474685669,0.24939048290252686,0.18449968099594116,0.23492392897605896
86515f063b3a30af09ba4d0322edf7b1.npz,0.6878811120986938,0.3468509912490845,0.3954990804195404,0.3600188195705414,0.15797612071037292,0.08575120568275452,0.3954990804195404,0.08025411516427994,0.2976878583431244,0.4364161789417267,0.46686747670173645,0.23634788393974304,0.1687920242547989,0.1794915646314621
e3bc0a970a4af5d52826e06742f90e5b.npz,0.6433223485946655,0.3453819751739502,0.39061692357063293,0.3548935353755951,0.14790567755699158,0.08728185296058655,0.39061692357063293,0.0868903249502182,0.1066666692495346,0.20333333313465118,0.7405063509941101,0.2504062056541443,0.1929665058851242,0.2368672788143158
8e60f166f1f1dc0d72f997fe1c9e72b4.npz,0.676251232624054,0.3431215286254883,0.3994114100933075,0.3541291356086731,0.1705259531736374,0.09551489353179932,0.3994114100933075,0.0925334021449089,0.8519737124443054,0.49671053886413574,0.41438356041908264,0.24592800438404083,0.193342924118042,0.21920759975910187
184fa4ae2b7ae010625d89f10186f1c5.npz,0.7143123745918274,0.34547311067581177,0.39021068811416626,0.3581596612930298,0.14322692155838013,0.08820559829473495,0.39021068811416626,0.08637932687997818,0.36021506786346436,0.47311827540397644,0.8132529854774475,0.20977796614170074,0.1540457308292389,0.23150861263275146
